PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_quality
74.3,134.46,12.55,8.61,21.15,4.99,0.61,5.77,38.82,0.76,2.76,5.8,127,Moderate
104.43,152.02,12.52,8.4,20.93,5.07,0.63,5.03,40.73,0.84,2.82,5.98,252,Poor
52.81,112.14,12.51,8.31,20.82,5.11,0.58,5.9,42.01,0.77,2.8,5.85,134,Moderate
51.88,100.81,12.53,8.33,20.86,5.1,0.63,5.56,41.07,0.79,2.79,5.78,102,Moderate
62.72,124.43,12.59,8.56,21.15,5.01,0.58,6.65,41.84,0.94,2.84,5.88,114,Moderate
74.08,126.26,12.63,8.34,20.97,5.08,0.53,5.85,42.98,0.97,2.83,5.77,132,Moderate
72.53,138.75,12.63,8.3,20.93,5.09,0.48,5.72,42.48,0.74,2.64,5.5,134,Moderate
108.07,76.5,12.63,8.24,20.87,5.11,0.97,7.2,40.83,0.86,2.76,5.75,225,Poor
74.32,61.18,12.62,8.36,20.99,5.07,0.98,6.52,44.43,0.83,2.6,5.52,196,Moderate
66.86,67.01,12.53,8.69,21.22,4.99,0.74,6.42,41.35,0.8,2.5,5.17,113,Moderate
75.49,327.61,12.34,22.51,20.81,6.42,0.92,5.16,34.32,0.88,2.54,4.97,130,Moderate
99.15,331.54,0.4,8.55,8.62,1.51,1.56,6.51,23.58,0.75,2.62,4.6,254,Poor
48.66,179.33,1.42,8.57,9.19,1.6,1.26,6.14,20.8,0.6,2.43,4.78,200,Moderate
67.25,199.98,0.76,8.4,8.35,1.58,1.24,6.23,23.36,0.58,2.46,5.24,164,Moderate
61.84,194.06,5.32,9.97,12.51,3.7,1.8,6.29,33.48,0.52,2.21,4.03,174,Moderate
59.22,208.58,12.27,9.6,21.53,4.87,1.23,3.13,38.93,0.6,2.46,4.18,164,Moderate
54.7,175.81,57.62,29.71,39.7,5.39,2.1,6.52,32.46,0.92,2.79,5.3,148,Moderate
29.87,135.11,25.06,6.05,21.99,4.36,0.75,11.15,28.03,0.53,2.43,4.35,133,Moderate
57.96,119.11,8.37,9.12,17.48,5.47,0.16,10.6,37,1.08,2.37,4.54,101,Moderate
51.58,109.11,11.37,9.3,20.67,6.76,0.18,7.1,40.35,1.05,2.42,5.01,107,Moderate
41.99,92.76,11.28,9.2,20.48,6.75,0.46,6.03,38.63,0.82,2.2,4.42,95,Satisfactory
43.36,87.53,11.31,9.17,20.48,6.88,0.15,9.03,38.7,0.65,1.98,3.31,93,Satisfactory
52.64,68.71,8.86,10.8,19.66,7.33,0.23,7.33,25.46,0.71,2.1,3.85,88,Satisfactory
28.48,46.52,9.4,10.06,19.46,7.42,0.47,7.25,30.39,0.63,2.06,3.95,81,Satisfactory
36.03,55.76,10.43,8.76,19.19,7.64,,5.66,25.23,3.29,2.6,3.73,50,Good
16.45,33.03,10.6,9.01,18.3,7.67,,11.91,17.04,5.57,2.75,2.14,60,Satisfactory
28.43,47.3,9.81,9.41,18.61,7.55,0,3.1,29.37,2.58,1.77,5.09,49,Good
22.09,41.49,10.07,9.35,16.76,7.6,0,2.67,34.97,1.92,1.31,4.28,49,Good
24.9,53.83,10.48,8.82,14.49,7.69,0,3.84,40.09,1.33,0.84,3.01,55,Satisfactory
26.85,65.56,10.29,8.06,18.35,6.96,0.41,9.02,27.54,2.02,1.51,6.09,67,Satisfactory
27.89,60.21,9.6,5.99,15.59,4.69,0.42,6.07,30.64,2.21,1.69,8.48,64,Satisfactory
25.89,27.13,9.36,6.06,15.42,4.71,0.34,3.75,34.04,1.76,1.34,8.49,54,Satisfactory
23.24,40.44,9.38,6.02,12.91,4.71,0.36,4.05,39.98,1.54,0.93,6.25,50,Good
24.15,48.14,10.29,5.21,10.99,6.2,0.37,3.71,38.48,1.16,0.9,3.58,74,Satisfactory
28.38,51.05,10.73,4.85,14.59,6.7,0.37,3.45,31.95,1.54,1.19,4.75,54,Satisfactory
14.82,31.86,10.62,4.83,7.46,6.71,0.13,3.45,27.37,0.93,0.63,1.92,50,Good
,28.23,12.49,6.7,19.19,5.32,0.24,1.95,27.33,1.84,1.39,7.89,25,Good
,38.77,12.69,6.65,19.32,5.31,0.37,1.92,26.45,1.99,1.55,10.86,46,Good
,49.86,12.67,6.6,19.3,5.31,0.33,2.04,32.44,2.18,1.69,12.12,68,Satisfactory
,59.9,12.42,6.63,19.05,5.34,0.3,2.12,36.58,2.19,1.6,7.91,59,Satisfactory
,63.84,12.7,7.14,19.81,5.77,0.17,2.21,39.25,2,1.49,7.34,71,Satisfactory
,61.34,14.06,8.58,22.66,7.14,0.5,3.89,42.72,1.87,1.36,7.84,62,Satisfactory
,147.2,14.18,8.94,23.12,7.08,0.23,2.77,30.38,2.08,1.55,11.38,67,Satisfactory
,127.95,12.49,8.67,21.08,5.64,0.14,4.57,38.44,1.84,1.22,5.86,126,Moderate
41.99,143.94,23.68,29.28,41.44,17.11,0.01,5.58,18.68,13.33,1.7,12.19,115,Moderate
59.95,182.15,31.6,29.53,59.14,16.11,0,5.17,18.41,15.45,1.97,11.45,145,Moderate
48.96,144.84,25.22,23.73,48.5,14.59,0,6.21,22.47,12.74,1.72,9.5,137,Moderate
61.79,184.57,25.79,24.41,49.42,14.69,0.01,6.63,21.24,12.82,1.46,8.39,152,Moderate
37.17,106.31,35.32,26.8,63.12,16.05,0,6.35,20.92,13.54,1.98,10.25,119,Moderate
42.12,120.38,31.86,27.04,59.9,15.65,0.01,6.02,22.48,18.73,2.63,11.32,107,Moderate
48.55,138.69,31.37,26.26,58.63,15.68,0,5.78,25.03,10.51,2.57,11.77,124,Moderate
45.78,130.79,33.67,28.65,63.32,16.09,0,5.84,15.61,15.23,2.52,13.46,122,Moderate
57.31,175.25,31.74,26.18,58.62,15.28,0.02,5.98,21.27,14.68,2.54,11.44,138,Moderate
57.94,171.82,23.42,20.66,42.66,12.92,0,6.3,24.7,12.43,1.96,9.24,144,Moderate
49.3,143.96,27.24,22.59,46.82,13.69,0.01,6.08,21.03,13.24,2.35,11.31,140,Moderate
116.63,306.18,23.71,21.4,41.97,13.08,0,6.32,19.98,13.12,2.22,9.26,251,Poor
33.74,87.84,20.17,21.19,41.35,12.48,0.01,6,15.41,8.35,1.12,6.98,137,Moderate
48.76,139.29,22.89,27.79,50.66,13.46,0,6.47,14.1,7.09,0.91,8.81,112,Moderate
27.22,102.81,29.63,32.62,20.68,15,0,5.88,11.15,2.19,0.28,2.86,124,Moderate
31.86,90.9,25.7,38.29,63.98,14.88,0,,13.28,11.08,1.32,11.73,74,Satisfactory
73.92,213.3,34.67,43.28,75.25,16.74,0.32,19.13,11.34,11.65,2.66,14,146,Moderate
96.85,215.67,29.06,32.62,54.79,14.69,1.13,9.91,30.02,4.68,1.57,6.07,237,Poor
60.41,112.53,32.1,38.15,70,14.92,0.81,3.2,27.13,5.89,2.74,11.45,124,Moderate
54.89,157.76,33.43,38.02,69.43,9.8,0.01,3.8,26.42,6.97,3.05,13.02,114,Moderate
62.42,178.25,30.03,34.95,62.91,8.94,0,3.59,22.36,6.25,2.07,9.36,158,Moderate
33.74,96.43,29.16,37.24,64.4,9.23,0,2.31,17.17,6.32,1.55,8.87,120,Moderate
45.16,129.04,29.69,38.7,66.33,9.46,0,,15.79,6.13,1.34,9.11,101,Moderate
42.61,121.76,28.13,36.97,31.55,9.12,0,,15.82,6.02,0.5,4.13,129,Moderate
49.87,142.45,24.72,35.8,58.53,8.49,0,,19.76,6.06,1.03,8.72,115,Moderate
71.74,205.11,27.67,38.24,63.92,9.03,0,,18.19,6.27,1.61,10.12,156,Moderate
54.93,152.6,27.31,38.26,63.69,9.08,0,,19.12,6.48,1.64,10.09,158,Moderate
48.16,128.53,21.63,29.8,49.43,7.38,0.01,8.56,24.92,6.41,1.62,7.84,117,Moderate
52.3,139.23,18.8,27.98,44.79,6.7,0.01,0.71,19.59,5.43,1.91,8.36,125,Moderate
93.43,147.22,19.47,28.7,46.17,6.87,0.01,5.36,14.99,5.65,1.94,7.91,140,Moderate
112.18,162.8,26.15,34.1,58.25,8.48,0,6.94,11.73,8.95,2.95,11.97,306,Hazardous
46.38,102.86,18.97,31.23,48.19,7.14,0,,8.3,5.56,1.49,8.49,134,Moderate
45.32,100.78,21,33.26,52.26,7.63,0,,8.07,6.6,1.61,9.28,91,Satisfactory
68.66,152.57,25.88,36.7,60.58,8.69,0,,8.86,6.98,2.99,13.36,121,Moderate
63.86,142.12,24.13,33.08,55.21,8.12,0.01,4.71,16.83,7.99,2.81,12.22,135,Moderate
69.37,154.01,26.61,36.36,60.97,8.73,0,,20.57,6.95,2.81,13.63,132,Moderate
63.2,140.32,23.81,33.88,55.69,8.06,0,,19.47,5.39,2.12,11.14,127,Moderate
65.15,144.93,26.81,33.27,58.08,8.5,0.01,3.23,21.4,6.16,2.62,11.75,130,Moderate
62.87,139.7,25.09,31.37,54.46,8.06,0,7.56,20.76,5.99,2.37,9.59,135,Moderate
62.95,140.07,29.56,36.7,64.23,9.16,0.01,5.91,16.61,6.47,3.3,12.07,125,Moderate
41.91,93.07,28.89,38,64.86,9.19,0,,17.04,6.18,2.65,12,109,Moderate
53.8,123.95,28.33,33.28,47.57,8.6,0.01,9.49,23.99,6.18,1.8,8,101,Moderate
76.21,168.2,21.75,26.18,39.31,7.04,0.02,7.11,23.88,4.83,2.22,7.97,115,Moderate
61.69,137.47,27.29,33.08,55.41,8.51,0.01,4.06,19.18,5.55,2.84,10.88,127,Moderate
70.49,156.56,40.56,43.85,82.42,11.49,0,,15.79,6.32,2.84,14.09,139,Moderate
63.57,141.24,29.04,33.89,60.93,8.88,0,,20.74,6.36,1.94,9.04,130,Moderate
69.19,153.63,34.65,37.59,70.23,9.95,0.01,6.2,16.57,6.52,2.25,9.91,131,Moderate
73.15,162.47,35.13,41.33,74.45,10.41,0,,15.49,6.14,2.95,12.65,144,Moderate
54.54,121.13,36.59,41.71,76.3,10.68,0.01,3.5,14.76,6.15,2.11,10.59,131,Moderate
23.84,52.99,35.43,40.65,74.09,10.39,0.01,3.75,15.1,7.13,0.91,8.26,94,Satisfactory
34.41,76.5,32.68,39.35,70.02,9.81,0.01,0.87,14.24,8.47,0.86,7.87,91,Satisfactory
35.39,78.62,35.57,41.28,74.85,10.47,0,,13.71,8.66,0.83,7.89,90,Satisfactory
43.93,100.62,25.34,30.82,44.51,7.94,0.02,6.34,16.43,6.22,0.97,5.19,99,Satisfactory
37.55,84.08,23.99,30.34,47.92,7.68,0,,15.08,5.71,1.17,5.52,87,Satisfactory
49.82,120.8,24.1,31.61,49.1,7.89,0,,15.12,6.21,1.29,5.91,102,Moderate
61.91,138.56,24.94,31.59,53.92,7.86,0.02,4.16,15.63,6.76,2,7.42,118,Moderate
72.97,163.05,30.79,35.39,64.18,9.06,0.01,4.08,13.45,6.28,2.81,9.47,138,Moderate
81.51,181.02,35.66,37.44,71.01,10.04,0.01,2.73,15.76,6.88,3.4,11.26,160,Moderate
56.93,126.56,33.91,35.26,67.16,9.44,0.02,4.48,15.72,12.51,2.61,9.35,143,Moderate
56.6,125.74,32.79,37.83,68.56,9.47,0,,13.44,6.18,2.12,9.05,110,Moderate
62.09,138.1,30.94,29.75,56.49,8.44,0.02,2.4,16.41,7.86,2.59,8.49,126,Moderate
75.18,166.81,27.1,20.86,47.96,7.31,0,,7.26,6.22,2.12,7.06,127,Moderate
64.23,141.23,24.99,22.13,47.12,7.2,0.01,2.07,9.64,7.54,2,6.72,149,Moderate
68.66,152.5,22.67,22.59,45.26,6.71,0,,8.62,6.28,2.36,6.83,137,Moderate
74.91,178.86,23.65,24.35,45.11,7.13,0.01,1.32,10.14,7.1,2.57,7.22,144,Moderate
72.08,160.38,26.59,27.11,53.7,8.02,0.01,1.97,9.16,11.8,2.76,8.33,154,Moderate
70.27,155.08,25.57,27.48,53.03,7.86,0.01,4.17,4.93,6.92,2.19,6.44,131,Moderate
98.32,218.44,35.3,37.03,72.33,10.92,0,,4.3,26.09,3.82,11.8,200,Moderate
78.83,175,30.13,32.62,62.66,9.42,0,,6.46,8.48,2.38,9.25,174,Moderate
78.42,186.41,31.71,33.79,59.08,9.96,0.05,2.98,5.43,9.62,2.41,9.09,184,Moderate
92.38,205.42,21.66,21.67,44.01,6.61,0.17,2.87,9.65,10,2.81,6.66,170,Moderate
77.42,171.98,38.64,19.65,55.01,9.43,0.05,3.41,6.05,5.49,2.78,9.93,176,Moderate
45.44,100.89,31.86,27.8,59.66,9.29,0.01,3.54,5.79,6.53,2.44,8.12,131,Moderate
34.45,76.48,30.01,32.28,62.28,9.37,0,3.49,5.19,6.94,1.74,8.44,81,Satisfactory
28.29,62.82,26.76,29.28,56.04,8.38,0,2.33,5,7.48,1.6,7,77,Satisfactory
14.54,32.35,27.74,31.28,59.01,8.89,0,1.61,5.47,7.69,0.76,6.12,70,Satisfactory
24.39,55.75,25.4,27.86,46.04,8.11,0,1.83,5.24,6.69,1.05,5.53,69,Satisfactory
27.89,61.97,22.75,25.9,47.27,7.37,0.02,2.92,8.92,6.38,1.26,5.34,64,Satisfactory
37.34,88.8,16.81,21.51,32.36,5.7,0.04,3.2,9.01,5.14,1.19,4.32,75,Satisfactory
45.99,102.22,19.81,25.32,44.54,6.57,0.03,2.85,8.68,6.08,1.8,6.18,98,Satisfactory
69.5,159.89,25.14,28.99,45,7.93,0,3.76,4.87,5.05,1.9,7.25,101,Moderate
52.22,115.98,22.07,24.15,45.96,8.42,0,3.48,8.24,5.84,1.44,4.91,118,Moderate
27.56,61.73,33.82,36.82,66.33,15.16,0,2.83,5.6,7.21,0.76,5.02,83,Satisfactory
38.35,110.64,14.47,16.64,30.1,10.42,0.5,51.84,33.26,3.74,2.13,10.26,109,Moderate
30.74,80.8,14.47,16.64,31.11,10.42,0.89,62.24,37.59,3.24,2.17,8.21,97,Satisfactory
43.75,100.92,34.72,28.21,57.07,34.44,0.87,36.35,30.69,3.87,2.05,8.83,97,Satisfactory
74.98,145.44,103.44,69.8,44.3,62.39,0.94,7.94,33.14,4.78,2.2,10.98,114,Moderate
59.63,118.65,33.67,64.12,48.79,43,1.03,14.18,27.67,5.02,2.3,10.06,147,Moderate
65.93,129.11,33.11,38.61,54.08,50.39,0.97,45.27,29.9,6.59,2.31,10.58,119,Moderate
54.21,110.82,73.43,72.44,95.37,129.46,1.29,67.26,29.01,4.83,2.2,9.16,120,Moderate
84.41,144.68,24.93,29.71,45.5,67.89,0.83,32.97,27.53,5.9,2.32,12.03,147,Moderate
97.06,176.04,40.72,31.61,60.06,78.96,0.96,14.65,33.36,3.95,2.07,8.36,198,Moderate
93.87,135.68,13.96,15.08,25.84,30.65,1.07,27.27,19.58,4.58,2.21,9.82,244,Poor
37.95,76.21,22.15,18.64,35.84,49.09,0.79,26.86,20.99,4.89,2.25,13.61,116,Moderate
90.72,142.79,10.98,12.11,21.62,18.23,1.03,26.99,19.67,5.46,2.22,10.66,174,Moderate
36.44,63.95,12.05,10.57,22.38,7.22,0.82,4.84,25.14,4.05,2.19,8.65,99,Satisfactory
69.3,135.22,12.01,9.09,21.09,6.89,0.8,26.79,19.53,4.88,2.25,9.3,112,Moderate
34.17,70.38,71.16,39.57,81.04,76.27,0.66,11.66,18.37,3.76,2.12,8.13,101,Moderate
38.31,96.81,20.38,14.91,34.47,11.92,0.73,16.1,12.17,4.09,2.22,9.45,99,Satisfactory
31.87,61.91,15.01,9.74,24.64,7.88,1.06,20.38,19.92,3.72,2.19,11.06,76,Satisfactory
49.54,105.25,14.5,9.31,23.29,7.51,0.9,22.3,26.86,4.09,2.13,9.87,100,Satisfactory
37.44,95.69,13.83,10.04,22.93,6.88,0.84,13.1,26.11,3.22,2.08,8.32,102,Moderate
46.62,98.1,33.16,30.3,54.34,37.7,0.76,23.13,25.32,3.44,1.91,7.14,90,Satisfactory
58.24,114.75,61.77,47.67,67.32,52.8,1.09,25.23,26.95,4.66,2.16,8.64,106,Moderate
38.7,93.26,73.32,63.38,95.71,50.53,0.76,12.84,19.33,3.53,2.12,7.57,108,Moderate
26.47,62.35,15.67,11.18,23.35,14.65,0.91,17.6,20.92,3.16,1.97,6.72,79,Satisfactory
22.15,55.39,13.77,8.36,21.59,9.65,0.89,16.45,25.08,3.14,2.16,8.45,71,Satisfactory
34.8,75.58,14.26,8.64,22.57,9.16,1,17.25,25.44,4.38,2.2,9.71,77,Satisfactory
32.11,71.02,18.58,13.58,30.02,12.53,0.99,15.4,25.75,3.86,1.97,8.95,77,Satisfactory
38.02,79.34,34.12,32.18,53.48,36.31,0.86,25.47,26.91,4.16,1.98,9.36,81,Satisfactory
43.03,101.54,28.09,22.68,42.36,33.68,1.42,24.33,26.36,5.25,2.14,7.03,100,Satisfactory
57.3,130.38,45.29,27.38,48.35,36.81,0.94,33.42,30.14,6.64,2.34,11,123,Moderate
55.89,132.32,32.08,20.02,42.14,26.23,1.19,21.88,31.89,6.19,2.23,10.94,122,Moderate
58.44,141.53,23.22,13.55,30.28,22.5,0.84,25.04,31.93,6.41,2.27,13.48,121,Moderate
49.65,120.56,17.6,11.27,24.49,16.26,1.2,19.91,22.67,6.29,2.33,13.2,124,Moderate
63.82,181.11,17.18,10.54,23.38,14.2,0.39,14.4,24.17,6.36,2.26,11.55,135,Moderate
38.14,123.69,14.94,7.91,16.64,17.73,0.58,6.54,31.2,3.88,1.8,8.7,148,Moderate
51.45,115.44,16.52,9.43,17.31,19.86,0.68,16.63,27.17,4.76,1.81,10.42,104,Moderate
46.72,88.35,18.38,9.22,21,21.43,0.53,12.95,40.67,4.4,2.03,11.59,103,Moderate
35.52,68.81,16.51,9.41,20.08,18.25,0.7,22.39,38.58,3.81,1.93,8.94,79,Satisfactory
39.76,97.33,14.99,9.65,21.39,14.95,0.86,19.92,28.88,5.35,2.21,10.58,90,Satisfactory
39.17,86.77,16.07,10.66,19.45,11.16,1.09,20.21,25.17,4.65,1.92,9.68,94,Satisfactory
34.67,95.14,17.29,10.5,20.93,12.81,0.73,21.96,31.75,5.31,1.89,8.38,98,Satisfactory
50.27,146.22,53.67,22.83,64.27,39.57,0.69,22.77,24.11,5.44,2.23,9.93,113,Moderate
52.25,116.06,24.07,13.75,30.02,20.25,0.62,9.37,30.66,3.58,2.02,7.28,122,Moderate
40.12,96.78,15.33,11.14,18,14.48,0.55,15.21,30.7,3.24,1.82,6.81,101,Moderate
41.37,96.26,12.73,10.38,13.38,10.57,0.61,35.25,32.36,3.22,1.55,6.45,98,Satisfactory
71.78,157.84,16.8,11.13,22.12,13.4,1.17,33.19,19.86,6.78,2.22,11.36,126,Moderate
44.71,79.43,13.34,10.76,16.12,10.13,0.79,9.81,26.84,4.48,1.84,8.94,106,Moderate
62.47,113.81,16.54,11.16,20.55,13.83,0.78,9.02,22.76,4.23,2.03,8.09,104,Moderate
52.47,124.04,16.64,9.73,16.56,14.85,0.56,5.29,23.74,3.01,1.66,5.28,91,Satisfactory
55.22,177.85,11.61,8.66,16.39,11.57,0.76,18.32,24.29,3.52,1.97,7.14,153,Moderate
31.45,79.17,12.1,8.29,16.71,13.32,0.84,6.59,19.06,3.77,1.95,7.62,121,Moderate
22.63,78.34,21.12,11.89,22.7,19.54,1.01,13.58,23.74,4.25,2,9.01,81,Satisfactory
30.66,93.25,31.34,16.42,33.89,38.17,0.77,13.33,25.78,5.12,2.14,10.41,94,Satisfactory
30.83,111.52,14.72,8.14,19.02,38.58,0.75,12.05,18.98,5.03,1.92,9.24,100,Satisfactory
20.91,79.27,13.98,8.09,17.35,38.81,0.77,9.28,9.78,4.81,1.86,6.2,96,Satisfactory
16.57,50.38,13.54,7.71,19.39,33.5,0.59,6.39,15.03,3.47,2.1,7.87,65,Satisfactory
24.92,72.1,13.23,8.78,19.14,30.49,0.42,5.53,22.65,3.59,1.92,8.02,66,Satisfactory
22.93,102.56,18.58,10.12,20.53,32.47,0.29,11.97,32.73,3.73,1.83,8.68,100,Satisfactory
39.66,110.23,12.71,10.55,20.67,19.73,0.72,12.92,25.16,5.22,2.06,9.38,94,Satisfactory
39.39,148.72,12.05,10.47,21.7,19.41,0.43,9.23,23.02,4.41,2.18,10.21,127,Moderate
34.2,121.47,11.64,10.6,20.98,19.41,0.37,10.98,31.58,4.1,2.09,9.86,126,Moderate
38.51,95.89,11.8,10.58,21.27,19.43,0.49,12.69,25.22,4.52,2.12,10.62,93,Satisfactory
35.45,85.48,11.67,10.73,21.03,19.23,0.46,7.28,28.92,3.99,2.05,9.95,86,Satisfactory
39.52,101.22,11.6,10.62,17.19,19.09,0.38,6.6,17.15,3.67,1.7,9.08,98,Satisfactory
39.29,104.66,11.42,10.8,16.89,19.43,0.38,6.95,15.28,3.71,1.61,6.96,105,Moderate
15.97,45.06,11.65,10.65,17.36,18.97,0.47,5.66,14.08,5.15,1.7,6.22,77,Satisfactory
33.24,67.52,12.19,10.16,19.89,19.88,0.37,6.76,15.75,4.6,2.08,9.27,73,Satisfactory
23.68,49.41,14.59,8.8,18.37,18.25,0.59,2.13,17.59,4.11,1.79,8.63,59,Satisfactory
38.8,110.12,13.85,9.07,15.9,16.02,0.47,5.1,25.15,3.47,1.9,8.07,67,Satisfactory
25.52,67.57,12.78,9.21,10.32,3.77,0.45,1.71,36.79,3,1.26,6.12,69,Satisfactory
52.38,135.9,22.33,16.7,25.97,11.78,0.34,7.4,23.79,2.27,0.86,5.37,89,Satisfactory
60.87,154.12,49.82,27.4,42.48,24.11,0.24,7.78,23.29,3.11,0.82,10.43,146,Moderate
48.44,135.54,41.18,25.05,47.83,33.67,0.48,4.99,21.32,3.19,1.09,9.54,110,Moderate
50.87,122.29,25.26,15.78,23.76,49.94,0.3,5.78,28.65,2.94,0.87,10.68,142,Moderate
24.63,44.26,40.95,26.07,35.88,83.09,0.2,4.37,26.3,3.32,0.84,10.17,60,Satisfactory
41.52,67.16,35.12,18.92,32.67,63.6,0.32,5.2,22.48,2.22,0.81,9.36,51,Satisfactory
32.36,55.29,17.81,10.18,25.52,14.76,0.3,7.66,16.87,3.19,1.08,9.33,73,Satisfactory
24.46,48.21,16.32,10.4,25.54,11.47,0.29,8.03,19.29,3.32,1.11,6.4,52,Satisfactory
31.59,62.79,31.8,20.49,41.64,22.79,0.39,5.37,18.33,3.13,1.08,8.1,53,Satisfactory
29.65,57.49,17.25,14.02,26.67,13.26,0.4,4.57,20.27,3.68,1.13,7.96,64,Satisfactory
36.65,64.81,13.68,11.3,21.67,12.08,0.53,8,18.76,3.59,1.14,9.62,61,Satisfactory
34.1,60.06,11.67,10.68,20.93,11.57,0.47,17.74,22.13,4.25,1.14,7.74,60,Satisfactory
43.15,76.76,14.02,10.4,17.86,11.33,0.31,11.1,16.24,3.4,1.25,13.71,71,Satisfactory
48.85,74.56,7.77,9.49,17.26,10.22,0.17,12.12,22.14,4.4,1.15,14.56,75,Satisfactory
43.72,69.77,7.82,9.53,17.1,10.2,0.38,15.18,27.31,4.18,1.14,13.14,79,Satisfactory
28.22,53,8.29,9.31,16.63,10.16,0.27,12.54,21.49,3.5,1.06,10.07,70,Satisfactory
24.73,49.38,9.45,9.94,18.63,10.66,0.5,11.8,14.03,3.7,1.12,13.25,46,Good
27.5,48.96,9.94,10.97,18.41,10.72,0.43,15.86,16.11,3.91,1.14,12.61,55,Satisfactory
26.73,47.19,13.19,13.84,21.83,11.87,0.63,16.16,7.2,5,1.15,11.83,55,Satisfactory
29.12,48.46,12.49,14.06,20.12,11.88,0.26,14.42,9.09,4.03,1.1,12.32,51,Satisfactory
25.95,51.61,16.38,14.3,23.36,13.78,0.08,11.39,13.14,4.32,1.18,13.25,48,Good
17.41,41.49,9.36,9.96,17.13,10.51,0.35,12.07,14.03,3.58,1.09,8.2,47,Good
23.92,45.63,8.83,10.22,17.6,10.46,0.51,21.06,11.71,3.73,1.13,5.79,47,Good
16.58,37.38,9.06,9.41,17.4,10.23,0.1,9.62,18.66,3.33,1.12,4.83,42,Good
24.34,49.36,9.15,9.82,17.87,10.23,0.54,5.44,16.52,3.32,1.11,8.31,45,Good
41.6,63.19,7.75,9.07,16.81,10.07,0.54,5.36,13.28,4.21,1.16,3.18,67,Satisfactory
31.11,54.02,8.11,9.13,15.87,10.09,0.24,4.81,10.51,3.88,1.09,8.74,59,Satisfactory
33.02,56.3,8.78,9.18,17.56,10.12,0.28,5.25,16.48,3.67,1.15,12.32,56,Satisfactory
27.95,50.61,7.85,8.96,16.73,10.06,0.5,5.53,17.22,3.35,1.13,12.05,52,Satisfactory
27.18,64.55,8.85,8.96,16.41,10.13,0.48,2.96,14.03,3.75,1.11,13.8,61,Satisfactory
21.42,44.31,8.6,9.28,17.6,10.27,0.15,5.62,12,3.85,1.16,4.09,54,Satisfactory
21.94,49.35,8.25,9.3,17.08,10.06,0.51,7.89,13.87,3.59,1.13,2.47,43,Good
27.52,52.67,8.47,9,16.78,10.12,0.49,4.6,14.89,3.32,1.11,3.37,53,Satisfactory
32.26,59.32,7.63,9.02,16.62,10.05,0.27,7.12,12.27,3.51,1.14,3.88,54,Satisfactory
20.54,44.11,9.32,8.87,18.19,10.08,0.28,6.38,14.61,2.8,1.12,4.31,53,Satisfactory
23.62,49.13,12.23,9.02,21.25,10.42,0.76,5.33,10.8,2.93,1.13,2,50,Good
23.28,50.89,13.5,9.19,22.46,10.72,0.62,5.42,10.12,3.24,1.13,1.98,58,Satisfactory
22.43,46.17,13.5,9.19,22.22,10.72,0.57,5.57,10.14,3,1.1,2.7,50,Good
19.43,39.75,13.5,9.19,22.69,10.72,0.42,6.13,14.29,3.16,1.13,2,44,Good
11.69,37.87,13.5,9.19,22.69,10.72,0.56,9.05,16.87,2.86,1.13,2.15,39,Good
16.58,35.71,13.46,9.16,21.71,10.68,0.29,6.64,18.05,2.74,1.06,2.92,45,Good
25.06,53.57,13.5,9.19,22.69,10.72,0.53,6.39,24.63,3.15,1.14,2,48,Good
42.78,75.93,13.3,9.07,22.38,10.76,0.29,6.24,25.9,3.16,1.14,2,68,Satisfactory
34.69,70.15,12.91,8.91,21.82,10.92,0.22,6.12,22.01,2.63,1.13,2,77,Satisfactory
34.9,72.3,13.1,8.83,21.94,11.05,0.24,9,28.31,2.25,1.02,2,69,Satisfactory
42.01,80.46,13.17,8.87,22.01,11.03,0.28,5.79,24.41,2.43,1.12,2,77,Satisfactory
36.3,63.21,14.22,9.14,22.63,11.17,0.55,6.49,18.33,2.49,1.13,2,68,Satisfactory
44.57,73.97,13.1,8.95,21.55,11.12,0.18,8.7,19.26,2.76,1.12,1.98,84,Satisfactory
35.47,62.21,14.53,9.47,22.6,11.18,0.3,5.48,20.87,2.2,1.1,1.98,64,Satisfactory
37.27,62.08,22.98,11.54,31.46,12.7,0.47,6.96,18.45,2.12,1.11,2,60,Satisfactory
42.27,66.27,21.96,19.49,37.54,11.58,0.61,6.46,19.43,2.34,1.12,2,70,Satisfactory
41.31,67.58,13.2,8.82,21.98,11.05,0.38,5.8,17.12,2.5,1.12,2,80,Satisfactory
29.85,53.6,13.17,8.92,22.06,11.09,0.57,9.33,15.45,2.21,1.11,2,54,Satisfactory
41.67,71.05,13.23,8.81,21.81,11.06,1.49,21.08,29.75,2.45,1.42,1.96,79,Satisfactory
43.4,142.24,13.25,8.81,22.06,11.07,0.82,5.98,34.02,1.99,1.11,2,144,Moderate
20.82,36.97,13.25,8.81,22.06,11.07,0.68,5.7,21.35,1.72,1.1,2,64,Satisfactory
32.17,53.74,13.24,8.81,21.81,11.07,0.94,6.19,13.45,1.79,1.09,1.98,55,Satisfactory
32.83,58.77,13.26,8.77,22.03,11.08,1,6.3,13.84,1.97,1.11,2,70,Satisfactory
28.54,56.86,16.3,12.06,25.35,11.66,0.84,5.78,14.57,2.03,1.11,2,68,Satisfactory
